session_id,target
1,0.002199225633270755
2,2.3402571436320688e-07
3,1.02217827238416e-07
4,5.095950767609951e-07
5,6.52442109874093e-05
6,0.0001636766113000545
7,0.00023648768098732235
8,0.00011747523561704848
9,0.0009630269693429713
10,0.04061862125858029
11,7.144254048485812e-05
12,0.00018097339120619422
13,0.0006153215014295611
14,0.8674193152329394
15,7.733919234431535e-05
16,0.0029721363726765908
17,0.01150521697490275
18,9.969025979251461e-05
19,0.0014235459725323242
20,2.6653108069535547e-06
21,0.0384251170341045
22,6.424837874136064e-08
23,6.385550435739194e-05
24,0.0005236406503269667
25,0.07182634404634558
26,1.3060104172078664e-07
27,0.000991898547974211
28,7.862575667577349e-06
29,0.02360401060873505
30,0.000144195455684521
31,0.03499449698119328
32,0.015229712802547783
33,0.0007251324482896618
34,3.802543253136495e-07
35,0.009040616153734206
36,0.00024348166334398186
37,7.147406735772762e-08
38,5.701645921758781e-07
39,0.000144195455684521
40,4.993490064975423e-05
41,0.0006851491220760004
42,0.0007508595940043019
43,8.156937700294512e-06
44,4.2673908413305024e-05
45,0.22428420212632408
46,2.2959691718992125e-05
47,0.005149963345235439
48,0.0008269390629022217
49,0.0001230609598166478
50,2.6265381012515433e-05
51,1.0689440190949003e-06
52,3.448030669102581e-05
53,0.017094907499097967
54,0.00015592258819096524
55,5.34473253670385e-05
56,0.0009247986282767841
57,1.2456926466537554e-05
58,2.5633582446108752e-05
59,3.0104003678281033e-05
60,1.5288514053367673e-05
61,3.0143537890662918e-05
62,0.0014480144199444595
63,3.687953550242841e-05
64,0.00020581792263638096
65,1.852217244671248e-05
66,2.32463175458452e-06
67,0.00047204513879471084
68,0.0003139221575275466
69,0.036030534341005685
70,0.00013145694521183454
71,0.0003332848292933106
72,3.0104003678281033e-05
73,0.02926371634200276
74,2.3402571436320688e-07
75,3.739191788158232e-05
76,0.0007353992426883235
77,0.0001034739322593714
78,0.0011396890903246205
79,5.0361996150661675e-05
80,6.918950295397016e-05
81,7.202728509396714e-05
82,3.988051133548567e-05
83,1.4258079497431955e-06
84,0.28571347751804227
85,4.306867972696667e-05
86,4.31405818696748e-06
87,0.0009094238052628922
88,0.0013909486429723363
89,0.00020298136116000726
90,0.02222187398288055
91,0.0002146327539411052
92,2.635174829241334e-05
93,0.01652436910886371
94,0.0008314677893207352
95,0.018031660280950754
96,8.005777620294771e-07
97,0.00013980526933362713
98,6.571705752984316e-05
99,3.44895077223336e-05
100,0.00015580101066328407
101,0.00022979149086872574
102,0.1062102558220537
103,0.0026268568593944383
104,0.004021271391441639
105,1.4834886014988544e-05
106,0.0004220725331418213
107,0.0002296051390839971
108,8.157849963479518e-05
109,7.222193683020107e-05
110,0.00010983646364680733
111,0.00019496751994590712
112,1.953394004351554e-06
113,0.003293338942708573
114,2.5902830245550617e-05
115,0.00037217243836180534
116,0.0010085186011097222
117,0.002719252284973177
118,0.007963114578110905
119,0.009432543498063155
120,0.00015832091551068057
121,6.46435763029225e-05
122,0.000144195455684521
123,0.0006123107351586262
124,4.503082715377826e-05
125,0.0005368441169335031
126,4.126567907432906e-06
127,3.662526670413464e-08
128,0.0002100348726193143
129,0.004222818470223657
130,0.0007306920900068209
131,0.00954746455425316
132,0.00023648768098732235
133,0.0005322716210757443
134,8.098412022281976e-06
135,1.1731145648174011e-05
136,0.00020581792263638096
137,0.00030206811033335515
138,0.0020391073217162258
139,5.644003084864683e-06
140,0.0002762230179342287
141,1.2060945724431173e-07
142,0.00019989692232946145
143,0.0006128836217426044
144,0.00035592784245451063
145,2.3402571436320688e-07
146,0.010731914811956454
147,0.00022064902736271502
148,0.0002985842265197586
149,0.00022280743028202181
150,0.028452453310809315
151,2.0513474513377557e-05
152,0.028353772444991505
153,0.0015431416533193698
154,0.010326789337084332
155,2.0646156646671588e-05
156,0.00011527208858801497
157,0.00011794025191686442
158,0.00020581792263638096
159,5.6539559254006725e-06
160,0.000144195455684521
161,0.0005404805200624765
162,5.674671241809049e-05
163,0.0002786225692434033
164,0.00123310112550996
165,6.339037118642664e-07
166,5.903836528166619e-05
167,0.0031876788120283953
168,0.00022280743028202181
169,0.00021758544314651857
170,0.000253716683626021
171,0.0003421731774815443
172,0.000288016998223906
173,6.754676707755174e-05
174,0.0005735079083340648
175,0.07219781168626309
176,0.00046219504390402813
177,0.0027599128655884505
178,1.4479831137422603e-06
179,3.418779241662944e-05
180,0.00011344319358704425
181,0.0006954081018093014
182,0.03359099801952857
183,0.00013974987587355112
184,2.2860451601718713e-05
185,0.00047966122658192763
186,6.40440028932267e-05
187,6.635652074977408e-06
188,6.21777235654361e-06
189,0.000635567890489346
190,2.691492114868769e-05
191,0.00017992993040717004
192,0.0006451583899887815
193,0.00045822574932883725
194,0.003356523844423441
195,0.00046807379737118937
196,1.5742000537779827e-07
197,0.0004568800106074405
198,0.0005822171051935257
199,0.0013678681469562475
200,3.878169105016176e-05
201,2.2959691718992125e-05
202,0.008311334229562163
203,4.126567907432906e-06
204,0.003343916796198931
205,0.0010257603258813867
206,9.56212932981242e-09
207,8.639812796972418e-05
208,0.015470292437669505
209,2.3607786567290585e-05
210,0.002735730961847082
211,0.00046708236354096687
212,0.008216777107212744
213,6.365657056701315e-05
214,0.012346134501692111
215,0.05647258689149127
216,0.0005033906748873328
217,0.01776556142561616
218,0.00021758544314651857
219,0.005334042260680279
220,0.0002639110909106012
221,0.001340104300854791
222,0.0003697705456500913
223,0.011316375844304567
224,0.00021758544314651857
225,0.09569870728408297
226,0.004970409906575379
227,0.0005066448234732868
228,3.951289470617631e-05
229,9.01061400136703e-05
230,0.00019609649043352126
231,5.478126203931923e-06
232,0.00015924745073759967
233,7.414147652861767e-05
234,0.0143022962223059
235,4.192025632315936e-05
236,0.0005060945825223212
237,0.0003747974812788013
238,0.00019799840454732298
239,0.000144195455684521
240,0.004505000730892571
241,2.2860451601718713e-05
242,1.9400903288776037e-07
243,5.7319361997287e-08
244,8.204473391443892e-05
245,5.080301889509104e-05
246,3.6436515684138273e-06
247,0.015607371636557612
248,0.00016098198385426635
249,5.7609222337249525e-06
250,0.00011616878598081804
251,0.12122905345065489
252,0.00016987561463624386
253,7.010302152367092e-05
254,0.09569870728408297
255,0.0003233157598130639
256,5.223668617482982e-09
257,0.004118338121399615
258,0.0026449556496687455
259,0.0005168193390293256
260,0.013539647834070105
261,0.00014526854834291536
262,0.015470292437669505
263,0.00013233424106245313
264,0.00022280743028202181
265,0.00046818926211077095
266,6.694573421345511e-06
267,9.276481012707538e-12
268,2.9091356849574727e-05
269,0.0002118553594740204
270,7.234955195608218e-05
271,2.2441125218486195e-05
272,0.0003477337739575207
273,4.947463848104174e-05
274,0.0004325117212842487
275,0.0009683283956850464
276,1.6124408351493967e-07
277,0.0002119472625652504
278,0.006717205099429198
279,4.236440744981517e-05
280,0.0003142054125554278
281,1.0460377698571054e-05
282,0.00020414898949418673
283,0.0003732451081970323
284,1.796408303248586e-05
285,6.423259046875793e-05
286,5.114473952804792e-09
287,0.000445707418352397
288,1.168974296665157e-05
289,0.0001569371126431867
290,1.852217244671248e-05
