session_id,target
1,0.010805617795376267
2,5.708909249665921e-05
3,1.7003168099574377e-05
4,0.0004635998994509618
5,0.0010328783654981939
6,0.007023601371539453
7,0.014843678934588152
8,0.005238344765274798
9,0.008108683575818041
10,0.07320842212629668
11,0.001501806260914453
12,0.0011747275303685557
13,0.0038375546540658162
14,0.3694828069730832
15,0.003706609635977431
16,0.011980310261391392
17,0.01098621472548248
18,0.0010837030935990505
19,0.006226655132352441
20,0.00011785407313926256
21,0.04668601825227235
22,0.00019504998923831348
23,0.000994727120482033
24,0.008386337236019828
25,0.0886108916848361
26,0.00022051462024164404
27,0.009851076071620973
28,0.0004308266520195996
29,0.012592186178791794
30,0.0028259062796183285
31,0.010949029728983834
32,0.05427978255883322
33,0.007378457340732816
34,0.00021810827519364384
35,0.009509865498076073
36,0.0014638910736234714
37,0.00012226581925104077
38,9.591623308788619e-05
39,0.0028259062796183285
40,0.0009011588570350737
41,0.007750643404158821
42,0.0021126039549362566
43,0.0010896417043545158
44,0.0005220740923552639
45,0.04605248011685588
46,0.0007535956267283562
47,0.01263303882667989
48,0.0029872760474227125
49,0.0014394897591159031
50,0.002690797920588402
51,0.00015994032002214522
52,0.0007729043183858401
53,0.02873128887449353
54,0.0023667005230564387
55,0.0028281697231083776
56,0.016263116055173936
57,0.0003744464400003405
58,0.0044659287651613285
59,0.00042871745025124374
60,0.00013467961380777893
61,0.0020591914979197004
62,0.016513805235786935
63,0.0020243914691542362
64,0.005863327102619043
65,0.0003504509320681379
66,0.0001501389729570589
67,0.010497476818012184
68,0.002271602625813327
69,0.14241458823945746
70,0.0057078044917299
71,0.0031019859044940316
72,0.00042871745025124374
73,0.05245793005429775
74,5.708909249665921e-05
75,0.0008035218552538238
76,0.004559775066303111
77,0.008542144095027203
78,0.00525231378467339
79,0.001467954142420443
80,0.00073064946038805
81,0.00279074226375255
82,0.003611954055527126
83,0.00035947490903166476
84,0.15015120262173148
85,0.0008045270785887209
86,0.00019140905185455946
87,0.009626153974562353
88,0.003600115959063665
89,0.00933305390423948
90,0.046507942791687705
91,0.002606398415468444
92,0.0002762148845475613
93,0.028826794869990804
94,0.010288541272973838
95,0.02485872966278959
96,8.043141809844333e-05
97,0.004006227919972648
98,0.002810966416425821
99,0.0025720897751130927
100,0.0013972464174916144
101,0.009252728046809459
102,0.06527487119701883
103,0.015206812371013826
104,0.017067362808556953
105,0.0007458984499312812
106,0.00542873036216162
107,0.011395112948335688
108,0.0005153362037196368
109,0.0018999163853742824
110,0.0025769555635428796
111,0.00486001123696614
112,0.00037848867383689087
113,0.01357164123616703
114,0.00044547908714655964
115,0.004231090946366386
116,0.000898360845623238
117,0.009273844754194502
118,0.010352122457232013
119,0.004502343424485348
120,0.0038825613233801873
121,0.0014731436053095773
122,0.0028259062796183285
123,0.004611155311230014
124,0.0007276312930777072
125,0.0031904010612361453
126,0.0001270327747993854
127,9.442822794748845e-05
128,0.009997996674889906
129,0.006836870766087968
130,0.008895676280491167
131,0.007293131798786458
